Unnamed: 0,Orthogroup.ID,AHRD.Descriptions,TAIR.Gene.s..Descriptions,Pfam.Domains,GO.Molecular.Functions,GO.Biological.Processes,Cluster
Pn47.22,11070,Pentatricopeptide repeat-containing protein ,Unkown protein(s) / No TAIR description(s),PPR ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn47.25,2275,peroxisomal 3-ketoacyl-CoA thiolase 3 ,peroxisomal 3-keto-acyl-CoA thiolase 2 ,Thiolase_C ,"transferase activity, transferring acyl groups other than amino-acyl groups ",metabolic process (GO:0008152) [1.000] | protein phosphorylation (GO:0006468) [0.020] | vesicle-mediated transport (GO:0016192) [0.020],2
Pn47.38,175,aspartic proteinase A1 ,Saposin-like aspartyl protease family protein ,Asp ,aspartic-type endopeptidase activity ,"lipid metabolic process (GO:0006629) [0.651] | proteolysis (GO:0006508) [0.651] | regulation of transcription, DNA-templated (GO:0006355) [0.006] | oxidation-reduction process (GO:0055114) [0.006]",1
Pn5.1013,472,Serine/threonine-protein kinase SAPK2 ,Protein kinase superfamily protein ,Pkinase ,ATP binding ,protein phosphorylation (GO:0006468) [1.000] | translation (GO:0006412) [0.010] | oxidation-reduction process (GO:0055114) [0.010],5
Pn5.1062,7990,BRI1 kinase inhibitor 1 ,BRI1 kinase inhibitor 1,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn5.1073,3224,Digeranylgeranylglycerophospholipid reductase ,Pyridine nucleotide-disulphide oxidoreductase family protein,Pyr_redox_2 ,oxidoreductase activity ,oxidation-reduction process (GO:0055114) [0.732],5
Pn5.1082,10007,Acyl-CoA N-acyltransferases (NAT) superfamily protein ,Acyl-CoA N-acyltransferases (NAT) superfamily protein,Acetyltransf_1 ,N-acetyltransferase activity ,NULL / Representative annotation below 0.1%,6
Pn5.112,769,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain ,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain,PB1 ,protein binding ,protein phosphorylation (GO:0006468) [0.607],6
Pn5.1125,7416,"Chloroplast stem-loop binding protein of 41 kDa b, chloroplastic ",chloroplast RNA binding,NAD_binding_10 ,coenzyme binding ,cellular metabolic process (GO:0044237) [0.308],3
Pn5.1131,3858,gibberellin 2-oxidase 6 ,gibberellin 2-oxidase 4 ,2OG-FeII_Oxy ,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors ",oxidation-reduction process (GO:0055114) [1.000],1
Pn5.115,2908,Magnesium transporter MRS2-3 ,magnesium transporter 4,CorA ,metal ion transmembrane transporter activity ,metal ion transport (GO:0030001) [0.488] | transmembrane transport (GO:0055085) [0.488],5
Pn5.1166,7286,serine hydroxymethyltransferase 3 ,serine hydroxymethyltransferase 3,SHMT ,glycine hydroxymethyltransferase activity ,L-serine metabolic process (GO:0006563) [1.000] | glycine metabolic process (GO:0006544) [1.000],1
Pn5.117,3641,Protein kinase superfamily protein ,Protein kinase superfamily protein,Pkinase ,protein kinase activity ,protein phosphorylation (GO:0006468) [0.921] | proteolysis (GO:0006508) [0.026],3
Pn5.1180,174,kinesin-like protein 1 ,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain ,Kinesin ,ATP binding ,microtubule-based movement (GO:0007018) [0.994],3
Pn5.1188,2956,phospholipase D P1 ,phospholipase D P2 ,PLDc ,catalytic activity ,metabolic process (GO:0008152) [0.930],3
Pn5.1202,2338,Late embryogenesis abundant protein Lea5 ,drought-induced 21 ,LEA_3 ,NULL / Representative annotation below 0.1%,response to stress (GO:0006950) [1.000],2
Pn5.1207,8105,Transducin/WD40 repeat-like superfamily protein ,Transducin/WD40 repeat-like superfamily protein,WD40 ,protein binding ,NULL / Representative annotation below 0.1%,6
Pn5.1211,2986,RING/U-box superfamily protein ,RING/U-box superfamily protein,zf-RING_2 ,protein binding ,NULL / Representative annotation below 0.1%,5
Pn5.1215,35,multidrug resistance-associated protein 3 ,multidrug resistance-associated protein 7 ,ABC_tran ,ATP binding ,transport (GO:0006810) [0.985] | transmembrane transport (GO:0055085) [0.985] | metabolic process (GO:0008152) [0.002] | ubiquitin-dependent protein catabolic process (GO:0006511) [0.002] | pentose-phosphate shunt (GO:0006098) [0.002] | oxidation-reduction process (GO:0055114) [0.002],5
Pn5.1232,948,Calcium-dependent lipid-binding (CaLB domain) family protein ,Calcium-dependent lipid-binding (CaLB domain) family protein ,C2 ,protein binding ,NULL / Representative annotation below 0.1%,2
Pn5.1234,4623,Tudor/PWWP/MBT superfamily protein ,Tudor/PWWP/MBT superfamily protein,PWWP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn5.1260,3941,Dormancy/auxin associated family protein ,Dormancy/auxin associated family protein,Auxin_repressed ,metal ion binding ,NULL / Representative annotation below 0.1%,5
Pn5.1285,4584,Peroxisomal (S)-2-hydroxy-acid oxidase ,Aldolase-type TIM barrel family protein,FMN_dh ,oxidoreductase activity ,NULL / Representative annotation below 0.1%,3
Pn5.1286,4584,Peroxisomal (S)-2-hydroxy-acid oxidase ,Aldolase-type TIM barrel family protein,FMN_dh ,oxidoreductase activity ,NULL / Representative annotation below 0.1%,3
Pn5.1298,6925,copper transporter 5 ,copper transporter 5,Ctr ,copper ion transmembrane transporter activity ,copper ion transmembrane transport (GO:0035434) [1.000],2
Pn5.1370,3500,DNAse I-like superfamily protein ,DNAse I-like superfamily protein,Exo_endo_phos ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn5.1389,362,PLANT CADMIUM RESISTANCE 2 ,PLAC8 family protein ,PLAC8 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn5.1400,4941,basic helix-loop-helix (bHLH) DNA-binding superfamily protein ,basic helix-loop-helix (bHLH) DNA-binding superfamily protein ,HLH ,protein dimerization activity ,NULL / Representative annotation below 0.1%,4
Pn5.1404,2751,scarecrow-like 3 ,scarecrow-like 3,GRAS ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn5.1444,155,"cytochrome P450, family 83, subfamily B, polypeptide 1 ","cytochrome P450, family 71, subfamily B, polypeptide 10 ",p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [1.000],1
Pn5.1480,1755,Protein phosphatase 2C family protein ,protein serine/threonine phosphatases;protein kinases;catalytics;cAMP-dependent protein kinase regulators;ATP binding;protein serine/threonine phosphatases ,PP2C ,catalytic activity ,protein phosphorylation (GO:0006468) [0.404],5
Pn5.1497,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn5.1504,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1576,6906,"Magnesium-chelatase subunit ChlH, chloroplastic ","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)",CobN-Mg_chel ,magnesium chelatase activity ,biosynthetic process (GO:0009058) [1.000],6
Pn5.1580,155,"cytochrome P450, family 83, subfamily B, polypeptide 1 ","cytochrome P450, family 71, subfamily B, polypeptide 10 ",p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [1.000],1
Pn5.1584,155,"cytochrome P450, family 83, subfamily B, polypeptide 1 ","cytochrome P450, family 71, subfamily B, polypeptide 10 ",p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [1.000],1
Pn5.1634,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn5.1648,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1657,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1666,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1674,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1680,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1681,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1693,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1704,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1715,3528,BURP domain-containing protein ,BURP domain-containing protein,BURP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn5.1739,975,auxin response factor 2 ,auxin response factor 2,B3 ,DNA binding ,"response to hormone (GO:0009725) [1.000] | regulation of transcription, DNA-templated (GO:0006355) [1.000]",1
Pn5.1744,3253,kinesin 2 ,P-loop containing nucleoside triphosphate hydrolases superfamily protein,Kinesin ,ATP binding ,microtubule-based movement (GO:0007018) [1.000],6
Pn5.1769,510,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 ,SEC7-like guanine nucleotide exchange family protein ,DUF1981 ,ARF guanyl-nucleotide exchange factor activity ,regulation of ARF protein signal transduction (GO:0032012) [0.860],3
Pn5.1817,4863,BEL1-like homeodomain 7 ,homeobox gene 1,Homeobox_KN ,DNA binding ,"regulation of transcription, DNA-templated (GO:0006355) [0.969]",1
Pn5.1822,2294,Inositol oxygenase 1 ,myo-inositol oxygenase 4 ,DUF706 ,iron ion binding ,inositol catabolic process (GO:0019310) [1.000] | oxidation-reduction process (GO:0055114) [1.000],5
Pn5.1835,112,Leucine-rich repeat protein kinase family protein ,Leucine-rich repeat protein kinase family protein ,Malectin_like ,protein kinase activity ,protein phosphorylation (GO:0006468) [0.951] | inositol catabolic process (GO:0019310) [0.009] | oxidation-reduction process (GO:0055114) [0.009] | chromatin modification (GO:0016568) [0.004] | metabolic process (GO:0008152) [0.004],5
Pn5.1931,2170,Galactosyltransferase family protein ,Galactosyltransferase family protein,Galactosyl_T ,galactosyltransferase activity ,protein glycosylation (GO:0006486) [0.941],5
Pn5.1952,206,Zinc finger A20 and AN1 domain-containing stress-associated protein 8 ,A20/AN1-like zinc finger family protein,zf-AN1 ,zinc ion binding ,NULL / Representative annotation below 0.1%,2
Pn5.2034,9033,GTP-binding protein TypA/BipA homolog ,elongation factor family protein,EFG_C ,GTPase activity ,NULL / Representative annotation below 0.1%,6
Pn5.2064,6121,Transmembrane emp24 domain-containing protein A ,emp24/gp25L/p24 family/GOLD family protein,EMP24_GP25L ,NULL / Representative annotation below 0.1%,transport (GO:0006810) [1.000],5
Pn5.2078,450,basic helix-loop-helix (bHLH) DNA-binding superfamily protein ,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,HLH ,protein dimerization activity ,NULL / Representative annotation below 0.1%,2
Pn5.2097,4066,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn5.2098,91,phospholipase D alpha 1 ,phospholipase D alpha 2 ,PLDc ,catalytic activity ,"metabolic process (GO:0008152) [0.968] | transcription, DNA-templated (GO:0006351) [0.004]",2
Pn5.210,2709,Cysteine-rich receptor-like protein kinase 2 ,Unkown protein(s) / No TAIR description(s),Stress-antifung ,protein kinase activity ,protein phosphorylation (GO:0006468) [1.000],5
Pn5.2108,2351,Galactose oxidase/kelch repeat superfamily protein ,Galactose oxidase/kelch repeat superfamily protein,Kelch_1 ,protein binding ,NULL / Representative annotation below 0.1%,5
Pn5.2121,1907,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn5.2144,5277,bZIP transcription factor family protein ,bZIP transcription factor family protein,DOG1 ,sequence-specific DNA binding ,"transcription, DNA-templated (GO:0006351) [1.000] | regulation of transcription, DNA-templated (GO:0006355) [0.968]",1
Pn5.2148,103,Leucine-rich receptor-like protein kinase family protein ,Leucine-rich receptor-like protein kinase family protein ,Pkinase ,protein kinase activity ,protein phosphorylation (GO:0006468) [0.870],5
Pn5.2167,821,ABC transporter A family member 7 ,ABC2 homolog 2 ,ABC_tran ,ATP binding ,carbohydrate metabolic process (GO:0005975) [0.012],6
Pn5.2168,1904,IQ-domain 31 ,IQ-domain 31 ,IQ ,protein binding ,NULL / Representative annotation below 0.1%,3
Pn5.221,588,HXXXD-type acyl-transferase family protein ,HXXXD-type acyl-transferase family protein,Transferase ,"transferase activity, transferring acyl groups other than amino-acyl groups ",translation (GO:0006412) [0.011] | defense response (GO:0006952) [0.011],4
Pn5.2212,197,Pectin lyase-like superfamily protein ,Pectin lyase-like superfamily protein ,Pec_lyase_C ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn5.2287,7687,Protein arginine N-methyltransferase 1.5 ,SHK1 binding protein 1,PRMT5 ,methyltransferase activity ,protein methylation (GO:0006479) [1.000],2
Pn5.23,4965,ARF GAP-like zinc finger-containing protein ZIGA4 ,ARF GAP-like zinc finger-containing protein ZIGA4,ArfGap ,zinc ion binding ,regulation of ARF GTPase activity (GO:0032312) [1.000],1
Pn5.230,21992,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),GRP ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn5.2356,3349,auxin response factor 19 ,Unkown protein(s) / No TAIR description(s),AUX_IAA ,DNA binding ,"regulation of transcription, DNA-templated (GO:0006355) [1.000] | response to hormone (GO:0009725) [0.950]",4
Pn5.2358,3986,Galactokinase ,Mevalonate/galactokinase family protein ,GHMP_kinases_N ,ATP binding ,NULL / Representative annotation below 0.1%,3
Pn5.2384,2848,Ypt/Rab-GAP domain of gyp1p superfamily protein ,Ypt/Rab-GAP domain of gyp1p superfamily protein,RabGAP-TBC ,Rab GTPase activator activity ,regulation of Rab GTPase activity (GO:0032313) [1.000],2
Pn5.2393,3073,exocyst subunit exo70 family protein C1 ,exocyst subunit exo70 family protein C1 ,Exo70 ,NULL / Representative annotation below 0.1%,exocytosis (GO:0006887) [1.000],2
Pn5.2402,7269,tonoplast intrinsic protein 4;1 ,tonoplast intrinsic protein 4;1,MIP ,transporter activity ,transport (GO:0006810) [1.000],5
Pn5.2404,6320,Ankyrin repeat family protein ,Ankyrin repeat family protein,Ank_2 ,protein binding ,NULL / Representative annotation below 0.1%,4
Pn5.2409,6601,Zinc finger protein 622 ,Zinc finger protein 622,zf-C2H2_2 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn5.2434,10534,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn5.2474,6890,2-hydroxyacyl-CoA lyase ,Thiamine pyrophosphate dependent pyruvate decarboxylase family protein,TPP_enzyme_N ,thiamine pyrophosphate binding ,NULL / Representative annotation below 0.1%,5
Pn5.249,457,"cytochrome P450, family 82, subfamily C, polypeptide 4 ","cytochrome P450, family 82, subfamily C, polypeptide 4 ",p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [1.000],2
Pn5.2503,545,Protein YABBY 2 ,Plant-specific transcription factor YABBY family protein ,YABBY ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
