Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A962R5P7	unreviewed	A0A962R5P7_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI89_08725	Gammaproteobacteria bacterium	392
A0A962RB04	unreviewed	A0A962RB04_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI42_09265	Gammaproteobacteria bacterium	392
A0A962RKB7	unreviewed	A0A962RKB7_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDK91_22260	Gammaproteobacteria bacterium	324
A0A962RME9	unreviewed	A0A962RME9_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDK91_23395	Gammaproteobacteria bacterium	254
A0A962RZU2	unreviewed	A0A962RZU2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI74_04035	Gammaproteobacteria bacterium	392
A0A962SGE2	unreviewed	A0A962SGE2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ38_21295	Gammaproteobacteria bacterium	106
A0A962SHN6	unreviewed	A0A962SHN6_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI68_09790	Gammaproteobacteria bacterium	369
A0A962SNX3	unreviewed	A0A962SNX3_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI27_08175	Gammaproteobacteria bacterium	391
A0A962TW75	unreviewed	A0A962TW75_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ33_00295	Gammaproteobacteria bacterium	307
A0A962U215	unreviewed	A0A962U215_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ33_07385	Gammaproteobacteria bacterium	391
A0A962U2J0	unreviewed	A0A962U2J0_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ24_03450	Gammaproteobacteria bacterium	358
A0A962U816	unreviewed	A0A962U816_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ24_14215	Gammaproteobacteria bacterium	391
A0A962V1V4	unreviewed	A0A962V1V4_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ99_20195	Candidatus Competibacteraceae bacterium	372
A0A962V3L9	unreviewed	A0A962V3L9_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ99_24565 KDK04_04355	Candidatus Competibacteraceae bacterium	107
A0A962VBK1	unreviewed	A0A962VBK1_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ99_26405	Candidatus Competibacteraceae bacterium	288
A0A962VFH0	unreviewed	A0A962VFH0_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDK04_22125	Candidatus Competibacteraceae bacterium	310
A0A962VHT3	unreviewed	A0A962VHT3_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDK04_31030	Candidatus Competibacteraceae bacterium	142
A0A962W1K2	unreviewed	A0A962W1K2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ39_18570	Gammaproteobacteria bacterium	311
A0A962WFJ7	unreviewed	A0A962WFJ7_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDK91_00425	Gammaproteobacteria bacterium	202
A0A962WNG9	unreviewed	A0A962WNG9_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDK06_09175	Gammaproteobacteria bacterium	396
A0A962WQL4	unreviewed	A0A962WQL4_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDK06_18480	Gammaproteobacteria bacterium	323
A0A962Y2M2	unreviewed	A0A962Y2M2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI67_09575	Gammaproteobacteria bacterium	120
A0A962Y4J6	unreviewed	A0A962Y4J6_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI82_06130	Gammaproteobacteria bacterium	430
A0A962Y5U1	unreviewed	A0A962Y5U1_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI82_13965	Gammaproteobacteria bacterium	134
A0A962YL20	unreviewed	A0A962YL20_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI77_05205	Gammaproteobacteria bacterium	393
A0A962YV05	unreviewed	A0A962YV05_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ54_18235	Candidatus Competibacteraceae bacterium	391
A0A962Z0L0	unreviewed	A0A962Z0L0_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI35_05080	Gammaproteobacteria bacterium	329
A0A962Z9I8	unreviewed	A0A962Z9I8_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDH19_10665	Geminicoccaceae bacterium	324
A0A962ZDW6	unreviewed	A0A962ZDW6_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDH99_03050	Alcanivoracaceae bacterium	299
A0A963A6U7	unreviewed	A0A963A6U7_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI05_00410	Halieaceae bacterium	393
A0A963AGJ0	unreviewed	A0A963AGJ0_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI63_13895	Gammaproteobacteria bacterium	393
A0A963ALN0	unreviewed	A0A963ALN0_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI47_06860	Gammaproteobacteria bacterium	392
A0A963BJ28	unreviewed	A0A963BJ28_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDH88_11675	Chromatiales bacterium	391
A0A963BN02	unreviewed	A0A963BN02_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI54_11820	Gammaproteobacteria bacterium	392
A0A963BWT0	unreviewed	A0A963BWT0_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDH20_07925	Rhodocyclaceae bacterium	386
A0A963C3R4	unreviewed	A0A963C3R4_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDF48_02255	Rhodocyclaceae bacterium	393
A0A963C779	unreviewed	A0A963C779_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDF95_07915	Rhodocyclaceae bacterium	386
A0A963D105	unreviewed	A0A963D105_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDH15_20655	Rhodocyclaceae bacterium	387
A0A963DAK9	unreviewed	A0A963DAK9_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDG53_15760	Rhodocyclaceae bacterium	385
A0A963DQJ6	unreviewed	A0A963DQJ6_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDH17_03220	Rhodocyclaceae bacterium	386
A0A963E5J3	unreviewed	A0A963E5J3_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDF59_00155	Nitrosomonas sp	396
A0A963EME3	unreviewed	A0A963EME3_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI09_07380	Halioglobus sp	389
A0A963EXS2	unreviewed	A0A963EXS2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI83_20170	Gammaproteobacteria bacterium	391
A0A963G3I5	unreviewed	A0A963G3I5_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDH16_06850	Rhodocyclaceae bacterium	385
A0A963GIL3	unreviewed	A0A963GIL3_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDG52_06510	Rhodocyclaceae bacterium	386
A0A963GSD2	unreviewed	A0A963GSD2_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDI45_05000	Candidatus Accumulibacter sp	387
A0A963H6L4	unreviewed	A0A963H6L4_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDE64_13315	Rhodocyclaceae bacterium	211
A0A963HLC1	unreviewed	A0A963HLC1_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDF62_04225	Nitrosomonas sp	396
A0A963HU07	unreviewed	A0A963HU07_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDF61_09485	Rhodocyclaceae bacterium	321
A0A963J7F2	unreviewed	A0A963J7F2_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDE66_02030	Nitrosomonas sp	396
A0A963JJ94	unreviewed	A0A963JJ94_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDF49_00975	Nitrosomonas sp	396
A0A963JM63	unreviewed	A0A963JM63_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDF63_17090	Rhodoferax sp	357
A0A963K1Y1	unreviewed	A0A963K1Y1_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDG49_06915	Geminicoccaceae bacterium	270
A0A963K2D2	unreviewed	A0A963K2D2_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDG49_08145	Geminicoccaceae bacterium	316
A0A963KQY0	unreviewed	A0A963KQY0_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDF64_10810	Geminicoccaceae bacterium	324
A0A963LBU9	unreviewed	A0A963LBU9_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDG44_17805	Burkholderiaceae bacterium	254
A0A963LBV8	unreviewed	A0A963LBV8_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDG44_14425	Burkholderiaceae bacterium	407
A0A963LHY0	unreviewed	A0A963LHY0_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDG56_11080	Ottowia sp	409
A0A963LSK4	unreviewed	A0A963LSK4_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDH18_08990	Rhodoferax sp	251
A0A963LUQ3	unreviewed	A0A963LUQ3_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDH18_05520	Rhodoferax sp	249
A0A963M7E6	unreviewed	A0A963M7E6_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDF56_17065	Ottowia sp	317
A0A963MHV3	unreviewed	A0A963MHV3_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDE64_03810 KDF24_05645	Rhodocyclaceae bacterium	388
A0A963MYD0	unreviewed	A0A963MYD0_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDG55_10800	Rhodocyclaceae bacterium	386
A0A963N2A0	unreviewed	A0A963N2A0_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KDE68_03945	Rhodocyclaceae bacterium	388
A0A963NHL5	unreviewed	A0A963NHL5_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDE66_03555	Nitrosomonas sp	313
A0A963P022	unreviewed	A0A963P022_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDG49_18420	Geminicoccaceae bacterium	224
A0A963P782	unreviewed	A0A963P782_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDH91_10605 KDH93_14250	Rhodoferax sp	404
A0A963PJC2	unreviewed	A0A963PJC2_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDF54_13490	Hydrogenophaga sp	408
A0A963QMT2	unreviewed	A0A963QMT2_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDE63_00465	Novosphingobium sp	543
A0A963RFT8	unreviewed	A0A963RFT8_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDE15_02370	Erythrobacter sp	366
A0A963RQ20	unreviewed	A0A963RQ20_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KDF67_10310	Ottowia sp	180
A0A963SBF5	unreviewed	A0A963SBF5_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDD90_00580	Sphingomonadaceae bacterium	206
A0A963SGW1	unreviewed	A0A963SGW1_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDE07_02010	Sphingomonadaceae bacterium	360
A0A963SJF0	unreviewed	A0A963SJF0_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDD98_00645	Sphingomonadaceae bacterium	336
A0A963SZ34	unreviewed	A0A963SZ34_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE11_12685	Paracoccaceae bacterium	294
A0A963T2C8	unreviewed	A0A963T2C8_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDE05_01505	Parvularculaceae bacterium	361
A0A963TG43	unreviewed	A0A963TG43_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE10_06010	Paracoccaceae bacterium	145
A0A963TYF4	unreviewed	A0A963TYF4_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDD88_12040	Paracoccaceae bacterium	115
A0A963UJ94	unreviewed	A0A963UJ94_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDD96_07640 KDE06_12835 KDE18_17765	Paracoccaceae bacterium	302
A0A963UUH0	unreviewed	A0A963UUH0_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDD96_06485 KDK09_05920	Paracoccaceae bacterium	293
A0A963V8R7	unreviewed	A0A963V8R7_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE17_07770	Paracoccaceae bacterium	162
A0A963V8S5	unreviewed	A0A963V8S5_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE08_15560	Paracoccaceae bacterium	353
A0A963VPF0	unreviewed	A0A963VPF0_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDE61_02955	Novosphingobium sp	572
A0A963VPZ5	unreviewed	A0A963VPZ5_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDE61_05940	Novosphingobium sp	219
A0A963WKF1	unreviewed	A0A963WKF1_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDE55_06780	Novosphingobium sp	322
A0A963WKH2	unreviewed	A0A963WKH2_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDE55_06385	Novosphingobium sp	284
A0A963X4P5	unreviewed	A0A963X4P5_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDE05_12795	Parvularculaceae bacterium	105
A0A963XAS0	unreviewed	A0A963XAS0_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE10_13720	Paracoccaceae bacterium	201
A0A963XFZ7	unreviewed	A0A963XFZ7_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDD88_12515	Paracoccaceae bacterium	172
A0A963XNC8	unreviewed	A0A963XNC8_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE18_01240	Paracoccaceae bacterium	262
A0A963XTE6	unreviewed	A0A963XTE6_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDD97_14000	Paracoccaceae bacterium	226
A0A963XUP2	unreviewed	A0A963XUP2_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE03_06560	Paracoccaceae bacterium	320
A0A963Y2N2	unreviewed	A0A963Y2N2_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE08_06915	Paracoccaceae bacterium	297
A0A963Y5K4	unreviewed	A0A963Y5K4_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE02_02510	Paracoccaceae bacterium	302
A0A963Y5Q8	unreviewed	A0A963Y5Q8_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE17_07765	Paracoccaceae bacterium	77
A0A963Y9Y9	unreviewed	A0A963Y9Y9_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE02_17070	Paracoccaceae bacterium	155
A0A964DTR1	unreviewed	A0A964DTR1_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDE06_18740	Paracoccaceae bacterium	155
A0A964DVK8	unreviewed	A0A964DVK8_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDD95_08755	Paracoccaceae bacterium	302
A0A964UW12	unreviewed	A0A964UW12_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	GUY60_34620	Streptomyces boluensis	325
A0A966AQ25	unreviewed	A0A966AQ25_UNCPS	Acyl-ACP desaturase (EC 1.14.19.2)	GWP74_15320	Pseudomonadota bacterium	277
A0A966B8E3	unreviewed	A0A966B8E3_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	GWP48_07430	Actinomycetota bacterium	309
A0A966DQF4	unreviewed	A0A966DQF4_9SPHI	Acyl-ACP desaturase (EC 1.14.19.2)	GSY63_01235	Mucilaginibacter agri	326
A0A966E6N1	unreviewed	A0A966E6N1_9GAMM	Acyl-ACP desaturase (EC 1.14.19.2)	GWP69_17580	Gammaproteobacteria bacterium	277
A0A967MWJ1	unreviewed	A0A967MWJ1_9GAMM	Acyl-ACP desaturase (EC 1.14.19.2)	GWO02_06185	Gammaproteobacteria bacterium	62
A0A967XF68	unreviewed	A0A967XF68_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	GWN07_09665 GWN25_10145 GWN35_07195 GWN48_06780 GWN73_10115 GWN79_06715 GWO04_11575 GWO22_09650 GWO35_06600	Actinomycetota bacterium	315
A0A970B985	unreviewed	A0A970B985_9GAMM	Acyl-ACP desaturase (EC 1.14.19.2)	G7Y82_07515	Solimonas marina	327
A0A971FXA6	unreviewed	A0A971FXA6_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	GXY13_04925	Acidimicrobiales bacterium	314
A0A972GGP4	unreviewed	A0A972GGP4_9CHLR	Acyl-CoA desaturase (EC 1.14.19.1)	GFH27_549347n68	Chloroflexi bacterium AL-W	291
A0A972U0K7	unreviewed	A0A972U0K7_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	HQ526_01480	Actinomycetota bacterium	117
A0A972Z162	unreviewed	A0A972Z162_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	HRT86_09395	Ilumatobacteraceae bacterium	309
A0A973KBM5	unreviewed	A0A973KBM5_9NOCA	Acyl-ACP desaturase (EC 1.14.19.2)	HOQ44_07230	Nocardia sp	297
A0A973KC85	unreviewed	A0A973KC85_9NOCA	Acyl-ACP desaturase (EC 1.14.19.2)	HOQ44_08505	Nocardia sp	204
A0A973MCX8	unreviewed	A0A973MCX8_STRSQ	Acyl-ACP desaturase (EC 1.14.19.2)	HOY79_06575	Streptomyces sp	318
A0A973QNH3	unreviewed	A0A973QNH3_9NOCA	Acyl-ACP desaturase (EC 1.14.19.2)	HOQ44_18610	Nocardia sp	285
A0A973QWU5	unreviewed	A0A973QWU5_STRSQ	Acyl-ACP desaturase (EC 1.14.19.2)	HOY76_30705	Streptomyces sp	271
A0A975CHN8	unreviewed	A0A975CHN8_9BURK	Fatty acid desaturase (EC 1.14.19.-)	J1M35_02310	Ottowia testudinis	311
A0A975G2C5	unreviewed	A0A975G2C5_9CAUL	Fatty acid desaturase (EC 1.14.19.-)	KCG34_05950	Caulobacter sp. S6	317
A0A975G6T2	unreviewed	A0A975G6T2_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KBB96_16155	Luteolibacter ambystomatis	384
A0A975H3Y4	unreviewed	A0A975H3Y4_9BURK	Fatty acid desaturase (EC 1.14.19.-)	J1M35_02340	Ottowia testudinis	308
A0A975H431	unreviewed	A0A975H431_9BURK	Fatty acid desaturase (EC 1.14.19.-)	J1M35_06210	Ottowia testudinis	403
A0A975HHI2	unreviewed	A0A975HHI2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	J1N51_10390	Psychrosphaera ytuae	380
A0A975L6H3	unreviewed	A0A975L6H3_9NOCA	Acyl-ACP desaturase (EC 1.14.19.2)	KHQ06_11795	Nocardia tengchongensis	281
A0A975MTT9	unreviewed	A0A975MTT9_9PSEU	NADPH-dependent stearoyl-CoA 9-desaturase (EC 1.14.19.-)	desA3_1 HUW46_01293	Amycolatopsis sp. CA-230715	378
A0A975PSA4	unreviewed	A0A975PSA4_9SPHN	Fatty acid desaturase (EC 1.14.19.-)	KDC96_01230	Erythrobacter sp. JK5	256
A0A975QI87	unreviewed	A0A975QI87_9NOCA	Fatty acid desaturase (EC 1.14.19.-)	KHQ06_18620	Nocardia tengchongensis	494
A0A975R7F2	unreviewed	A0A975R7F2_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KLP28_03315	Nocardioidaceae bacterium	676
A0A975RA48	unreviewed	A0A975RA48_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KEF85_16640	Methylomonas paludis	377
A0A975RHT6	unreviewed	A0A975RHT6_9PSEU	NADPH-dependent stearoyl-CoA 9-desaturase (EC 1.14.19.-)	desA3_2 HUW46_06520	Amycolatopsis sp. CA-230715	373
A0A975RJ42	unreviewed	A0A975RJ42_9PSEU	Flavin-dependent tryptophan halogenase RebH (EC 1.14.19.9)	rebH_1 HUW46_07940	Amycolatopsis sp. CA-230715	505
A0A975RKR9	unreviewed	A0A975RKR9_9PSEU	Flavin-dependent tryptophan halogenase RebH (EC 1.14.19.9)	rebH_2 HUW46_09459	Amycolatopsis sp. CA-230715	526
A0A975TJ84	unreviewed	A0A975TJ84_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KQY30_18820	Streptomyces sp. GMY02	334
A0A975TL94	unreviewed	A0A975TL94_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KQY30_21780	Streptomyces sp. GMY02	330
A0A975U703	unreviewed	A0A975U703_9VIBR	Fatty acid desaturase (EC 1.14.19.-)	KNV97_02205	Vibrio ostreae	373
A0A975UJL0	unreviewed	A0A975UJL0_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	JVX88_21720	Leptolyngbya sp. 7M	179
A0A975URD4	unreviewed	A0A975URD4_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	JVX88_12425	Leptolyngbya sp. 7M	233
A0A975UXS6	unreviewed	A0A975UXS6_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	JVX88_35720	Leptolyngbya sp. 7M	263
A0A976AHZ1	unreviewed	A0A976AHZ1_9BURK	Aminotransferase (Fatty acid desaturase (EC 1.14.19.-))	CBM2600_A140175 CBM2636_20157	Cupriavidus taiwanensis	396
A0A977KY01	unreviewed	A0A977KY01_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	KA717_03680	Woronichinia naegeliana WA131	297
A0A977L1J5	unreviewed	A0A977L1J5_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	KA717_15735	Woronichinia naegeliana WA131	345
A0A977L4P7	unreviewed	A0A977L4P7_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KA713_12635	Chryseotalea sp. WA131a	335
A0A977PXQ0	unreviewed	A0A977PXQ0_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	KA717_09260	Woronichinia naegeliana WA131	356
A0A977Q2J4	unreviewed	A0A977Q2J4_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KA713_06935	Chryseotalea sp. WA131a	359
A0A979G4K5	unreviewed	A0A979G4K5_CHIPD	Stearoyl-CoA 9-desaturase (EC 1.14.19.1)	Cpin_3312	Chitinophaga pinensis (strain ATCC 43595 / DSM 2588 / LMG 13176 / NBRC 15968 / NCIMB 11800 / UQM 2034)	308
A0A979G9B5	unreviewed	A0A979G9B5_CHIPD	Linoleoyl-CoA desaturase (EC 1.14.19.3)	Cpin_5677	Chitinophaga pinensis (strain ATCC 43595 / DSM 2588 / LMG 13176 / NBRC 15968 / NCIMB 11800 / UQM 2034)	365
A0A9C7L8R6	unreviewed	A0A9C7L8R6_9BACI	Fatty acid desaturase (EC 1.14.19.-)	des NEOCIP111885_00741	Pseudoneobacillus rhizosphaerae	343
A0A9D2RFY2	unreviewed	A0A9D2RFY2_9BURK	Fatty acid desaturase (EC 1.14.19.-)	H9906_04900	Candidatus Paenalcaligenes intestinipullorum	406
A0A9D2VGZ5	unreviewed	A0A9D2VGZ5_9BURK	Fatty acid desaturase (EC 1.14.19.-)	K8U84_08210	Paenalcaligenes hominis	402
A0A9D3N1J3	unreviewed	A0A9D3N1J3_ANGAN	sphingolipid 4-desaturase (EC 1.14.19.17)	ANANG_G00016120	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	322
A0A9D3PUN3	unreviewed	A0A9D3PUN3_MEGAT	sphingolipid 4-desaturase (EC 1.14.19.17)	MATL_G00155420	Megalops atlanticus (Tarpon) (Clupea gigantea)	322
A0A9D3RL04	unreviewed	A0A9D3RL04_ANGAN	sphingolipid 4-desaturase (EC 1.14.19.17)	ANANG_G00305730	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	275
A0A9D6F4T6	unreviewed	A0A9D6F4T6_UNCPL	Acyl-ACP desaturase (EC 1.14.19.2)	HYX68_14490	Planctomycetota bacterium	276
A0A9D6IF86	unreviewed	A0A9D6IF86_UNCPL	Acyl-ACP desaturase (EC 1.14.19.2)	HYX68_05110	Planctomycetota bacterium	273
A0A9D6LCE9	unreviewed	A0A9D6LCE9_UNCDE	Acyl-ACP desaturase (EC 1.14.19.2)	HY075_10955	Deltaproteobacteria bacterium	357
A0A9D6R9S3	unreviewed	A0A9D6R9S3_UNCDE	Acyl-ACP desaturase (EC 1.14.19.2)	HY271_17300	Deltaproteobacteria bacterium	285
A0A9D6XMT4	unreviewed	A0A9D6XMT4_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	JHD11_01100	Ilumatobacteraceae bacterium	304
A0A9D8I4A1	unreviewed	A0A9D8I4A1_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	FJW09_07545	Actinomycetota bacterium	304
A0A9D8QPQ6	unreviewed	A0A9D8QPQ6_9PROT	Fatty acid desaturase (EC 1.14.19.-)	J5W83_01435	Candidatus Accumulibacter sp	387
A0A9D8VM10	unreviewed	A0A9D8VM10_9BACT	sphingolipid 4-desaturase (EC 1.14.19.17)	JJ953_15065	Gracilimonas sp	325
A0A9D9K7R0	unreviewed	A0A9D9K7R0_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7641_09625	Cyanobacteria bacterium SID2	344
A0A9D9KBF8	unreviewed	A0A9D9KBF8_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7641_09460	Cyanobacteria bacterium SID2	302
A0A9D9KH32	unreviewed	A0A9D9KH32_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7540_08520	Roseofilum sp. SID2	247
A0A9D9KI04	unreviewed	A0A9D9KI04_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7540_03885	Roseofilum sp. SID2	297
A0A9D9KQS3	unreviewed	A0A9D9KQS3_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7524_02405	Roseofilum sp. Belize BBD 4	366
A0A9D9KVQ4	unreviewed	A0A9D9KVQ4_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7524_19555	Roseofilum sp. Belize BBD 4	297
A0A9D9P943	unreviewed	A0A9D9P943_9CHLR	Fatty acid desaturase (EC 1.14.19.-)	J7482_07120	Roseiflexus sp	346
A0A9D9PFK2	unreviewed	A0A9D9PFK2_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7641_16515	Cyanobacteria bacterium SID2	283
A0A9D9PGW4	unreviewed	A0A9D9PGW4_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7524_01600	Roseofilum sp. Belize BBD 4	351
A0A9D9PJC0	unreviewed	A0A9D9PJC0_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7524_01595	Roseofilum sp. Belize BBD 4	350
A0A9D9PME7	unreviewed	A0A9D9PME7_9CYAN	Fatty acid desaturase (EC 1.14.19.-)	J7524_01605	Roseofilum sp. Belize BBD 4	280
A0A9D9QH74	unreviewed	A0A9D9QH74_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KA787_02090 KBA16_04385 KBB38_00705	Bacteroidia bacterium	319
A0A9D9QSG3	unreviewed	A0A9D9QSG3_9RHOO	Fatty acid desaturase (EC 1.14.19.-)	KA603_13385	Azonexus sp	387
A0A9D9S608	unreviewed	A0A9D9S608_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KA447_01230	Pyrinomonadaceae bacterium	284
A0A9D9SD05	unreviewed	A0A9D9SD05_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KA447_11090	Pyrinomonadaceae bacterium	289
A0A9D9SHD5	unreviewed	A0A9D9SHD5_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KA414_00570	Limnohabitans sp	371
A0A9D9T100	unreviewed	A0A9D9T100_9BURK	Fatty acid desaturase (EC 1.14.19.-)	KA386_02715	Leptothrix sp. (in: b-proteobacteria)	407
