Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q9VLZ7	reviewed	Probable cytochrome P450 4d21	7227	Drosophila melanogaster	511	PF00067	35..481
Q9VMS7	reviewed	Probable cytochrome P450 4ac3	7227	Drosophila melanogaster	509	PF00067	56..504
Q9VMS8	reviewed	Probable cytochrome P450 4ac2	7227	Drosophila melanogaster	511	PF00067	56..504
Q9VMS9	reviewed	Probable cytochrome P450 4ac1	7227	Drosophila melanogaster	509	PF00067	70..503
Q9VMT5	reviewed	Probable cytochrome P450 28d1	7227	Drosophila melanogaster	502	PF00067	36..482
Q9VMT6	reviewed	Probable cytochrome P450 28d2	7227	Drosophila melanogaster	501	PF00067	38..484
Q9VQD2	reviewed	Probable cytochrome P450 309a1	7227	Drosophila melanogaster	506	PF00067	62..483
Q9VRB3	reviewed	Probable cytochrome P450 6v1	7227	Drosophila melanogaster	520	PF00067	69..516
Q9VRI9	reviewed	Probable cytochrome P450 6t1	7227	Drosophila melanogaster	529	PF00067	55..519
Q9VRM7	reviewed	Cytochrome P450 307a1	7227	Drosophila melanogaster	543	PF00067	56..525
Q9VS78	reviewed	Probable cytochrome P450 316a1	7227	Drosophila melanogaster	484	PF00067	32..462
Q9VS79	reviewed	Cytochrome P450 4d8	7227	Drosophila melanogaster	463	PF00067	16..444
Q9VUF8	reviewed	Ecdysone 20-monooxygenase	7227	Drosophila melanogaster	540	PF00067	73..528
Q9VVN6	reviewed	Probable cytochrome P450 312a1	7227	Drosophila melanogaster	510	PF00067	36..504
Q9VVR9	reviewed	Probable cytochrome P450 12c1, mitochondrial	7227	Drosophila melanogaster	524	PF00067	45..516
Q9VW43	reviewed	Probable cytochrome P450 305a1	7227	Drosophila melanogaster	504	PF00067	30..500
Q9VWR2	reviewed	Probable cytochrome P450 308a1	7227	Drosophila melanogaster	490	PF00067	32..476
Q9VWR5	reviewed	Cytochrome P450 306a1	7227	Drosophila melanogaster	574	PF00067	49..554
Q9VXY0	reviewed	Probable cytochrome P450 4s3	7227	Drosophila melanogaster	495	PF00067	36..472
Q9VYQ5	reviewed	Probable cytochrome P450 318a1	7227	Drosophila melanogaster	536	PF00067	42..503
Q9VYQ7	reviewed	Probable cytochrome P450 311a1	7227	Drosophila melanogaster	483	PF00067	30..478
Q9VYT8	reviewed	Probable cytochrome P450 28c1	7227	Drosophila melanogaster	505	PF00067	35..473
Q9VYY4	reviewed	Cytochrome P450 4g15	7227	Drosophila melanogaster	574	PF00067	47..288,341..563
Q9W011	reviewed	Probable cytochrome P450 4d20	7227	Drosophila melanogaster	510	PF00067	34..490
Q9W130	reviewed	Cytochrome P450 9c1	7227	Drosophila melanogaster	522	PF00067	36..511
Q9W223	reviewed	Probable cytochrome P450 6d2	7227	Drosophila melanogaster	512	PF00067	61..505
Q9W683	reviewed	Cytochrome P450 1A1	48192	Chelon saliens	521	PF00067	46..511
Q9WVK8	reviewed	Cholesterol 24-hydroxylase	10090	Mus musculus	500	PF00067	34..469
Q9XGT9	reviewed	Cytochrome P450 93B2	18101	Gerbera hybrida	511	PF00067	34..489
Q9XHC6	reviewed	Beta-amyrin 24-hydroxylase	3847	Glycine max	513	PF00067	34..492
Q9XHE6	reviewed	Cytochrome P450 71D15	34256	Mentha piperita	498	PF00067	36..477
Q9XHE7	reviewed	Cytochrome P450 71D13	34256	Mentha piperita	500	PF00067	36..482
Q9XHE8	reviewed	Cytochrome P450 71D18	29719	Mentha spicata	496	PF00067	35..484
Q9XS28	reviewed	Aromatase	9940	Ovis aries	503	PF00067	50..483
Q9Y6A2	reviewed	Cholesterol 24-hydroxylase	9606	Homo sapiens	500	PF00067	34..469
Q9Y757	reviewed	Cytochrome P450 52A12	4959	Debaryomyces hansenii	519	PF00067	62..515
Q9Y758	reviewed	Cytochrome P450 52A13	4959	Debaryomyces hansenii	519	PF00067	57..503
Q9Y7C8	reviewed	Dihydromonacolin L monooxygenase LovA	33178	Aspergillus terreus	528	PF00067	150..497
Q9Y7G5	reviewed	Phenylacetate 2-hydroxylase	162425	Emericella nidulans	518	PF00067	35..475
Q9Y8G7	reviewed	Bifunctional cytochrome P450/NADPH--P450 reductase	5507	Fusarium oxysporum	1066	PF00067	8..450
Q9YH64	reviewed	Cytochrome P450 1A1	8260	Platichthys flesus	521	PF00067	46..511
Q9ZAU3	reviewed	Cytochrome P-450 monooxygenase DoxA	1950	Streptomyces peucetius	415	PF00067	286..380
Q9ZGH8	reviewed	Protein DesVIII	54571	Streptomyces venezuelae	402	PF00067	274..340
Q9ZHQ1	reviewed	20-oxo-5-O-mycaminosyltylactone 23-monooxygenase	1906	Streptomyces fradiae	420	PF00067	292..390
Q9ZNR0	reviewed	Cytochrome P450 78A6	3702	Arabidopsis thaliana	530	PF00067	72..509
Q9ZSY9	reviewed	Linolenate hydroperoxide lyase, chloroplastic	3702	Arabidopsis thaliana	492	PF00067	327..431
Q9ZU07	reviewed	Cytochrome P450 71B12	3702	Arabidopsis thaliana	496	PF00067	30..483
Q9ZUX1	reviewed	Cytochrome P450 94C1	3702	Arabidopsis thaliana	495	PF00067	64..471
Q9ZV28	reviewed	Cytochrome P450 710A4	3702	Arabidopsis thaliana	493	PF00067	38..462
Q9ZV29	reviewed	Cytochrome P450 710A3	3702	Arabidopsis thaliana	493	PF00067	38..460
Q9ZW95	reviewed	Cytokinin hydroxylase	3702	Arabidopsis thaliana	512	PF00067	88..485
R0IGL9	reviewed	Self-sufficient cytochrome P450 monooxygenase CYP505U2	671987	Exserohilum turcicum (strain 28A)	1068	PF00067	12..454
S0ARX1	reviewed	Cytochrome P450 monooxygenase fsdH	42747	Fusarium heterosporum	564	PF00067	82..506
S0DPM1	reviewed	Cytochrome P450 monooxygenase apf7	1279085	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	530	PF00067	183..488
S0DS17	reviewed	Cytochrome P450 monooxygenase apf8	1279085	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	369	PF00067	3..330
S0E2U7	reviewed	Cytochrome P450 monooygenase 1	1279085	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	440	PF00067	110..418
S0E2Y2	reviewed	Cytochrome P450 monooygenase 3	1279085	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	527	PF00067	217..507
S0E3D0	reviewed	Ent-kaurene oxidase P450-4	1279085	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	500	PF00067	66..489
S0E9M0	reviewed	Cytochrome P450 monooygenase 2	1279085	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	481	PF00067	170..457
S0EE84	reviewed	Cytochrome P450 monooxygenase FUS8	1279085	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	514	PF00067	76..494
S0ENB0	reviewed	Cytochrome P450 monooxygenase FFUJ_09176	1279085	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	550	PF00067	44..499
S3D775	reviewed	Cytochrome P450 monooxygenase gloO	1116229	Glarea lozoyensis (strain ATCC 20868 / MF5171)	521	PF00067	141..491
S3DQN8	reviewed	Cytochrome P450 monooxygenase gloP	1116229	Glarea lozoyensis (strain ATCC 20868 / MF5171)	546	PF00067	172..526
S4UX02	reviewed	Ferruginol synthase	226208	Salvia miltiorrhiza	495	PF00067	29..467
S4W283	reviewed	Cytochrome P450 monooxygenase eqxH	42747	Fusarium heterosporum	513	PF00067	167..498
S7Z6X4	reviewed	Cytochrome P450 monooxygenase opdE	933388	Penicillium oxalicum (strain 114-2 / CGMCC 5302)	475	PF00067	129..469
S7ZC70	reviewed	Cytochrome P450 monooxygenase opdB	933388	Penicillium oxalicum (strain 114-2 / CGMCC 5302)	497	PF00067	92..486
S7ZK63	reviewed	Cytochrome P450 monooxygenase poxM	933388	Penicillium oxalicum (strain 114-2 / CGMCC 5302)	512	PF00067	47..491
S8ASK3	reviewed	Cytochrome P450 monooxygenase poxD	933388	Penicillium oxalicum (strain 114-2 / CGMCC 5302)	484	PF00067	36..455
S8B3I0	reviewed	Cytochrome P450 monooxygenase poxC	933388	Penicillium oxalicum (strain 114-2 / CGMCC 5302)	477	PF00067	63..182,203..450
U5HKE8	reviewed	Tabersonine 16-hydroxylase 2	4058	Catharanthus roseus	512	PF00067	33..483
U5NDT8	reviewed	Secologanin synthase 2	4058	Catharanthus roseus	527	PF00067	89..497
U5NE19	reviewed	7-deoxyloganic acid hydroxylase	4058	Catharanthus roseus	521	PF00067	91..496
V5XZS6	reviewed	Cytochrome P450 monooxygenase AKT7	5599	Alternaria alternata	522	PF00067	57..477
W0FKI0	reviewed	Drimenol monooxygenase	46901	Persicaria hydropiper	503	PF00067	28..475
W6Q3Z9	reviewed	Cytochrome P450 monooxygenase ORF5	1365484	Penicillium roqueforti (strain FM164)	540	PF00067	202..515
W6Q403	reviewed	Cytochrome P450 monooxygenase ORF9	1365484	Penicillium roqueforti (strain FM164)	509	PF00067	60..481
W6Q4S4	reviewed	Cytochrome P450 monooxygenase ORF11	1365484	Penicillium roqueforti (strain FM164)	480	PF00067	60..475
W6Q9B3	reviewed	Conidiogenone synthase PrP450	1365484	Penicillium roqueforti (strain FM164)	461	PF00067	251..447
W6QB15	reviewed	Cytochrome P450 monooxygenase ORF6	1365484	Penicillium roqueforti (strain FM164)	579	PF00067	90..541
W6QJR1	reviewed	Cytochrome P450 monooxygenase anuE	1365484	Penicillium roqueforti (strain FM164)	490	PF00067	10..431
W6QRN8	reviewed	Cytochrome P450 monooxygenase mpaDE	1365484	Penicillium roqueforti (strain FM164)	852	PF00067	46..483
W7L9E5	reviewed	Cytochrome P450 monooxygenase FUM2	334819	Gibberella moniliformis (strain M3125 / FGSC 7600)	470	PF00067	32..465
W7LC91	reviewed	Cytochrome P450 monooxygenase FUM15	334819	Gibberella moniliformis (strain M3125 / FGSC 7600)	596	PF00067	112..565
W7MLD1	reviewed	Cytochrome P450 monooxygenase FUS8	334819	Gibberella moniliformis (strain M3125 / FGSC 7600)	514	PF00067	76..494
W8JCE8	reviewed	Cytochrome P450 71BT1	4058	Catharanthus roseus	512	PF00067	31..477
W8JDE2	reviewed	Alstonine synthase	4058	Catharanthus roseus	516	PF00067	42..489
W8JIS5	reviewed	Iridoid oxidase	4058	Catharanthus roseus	515	PF00067	39..502
W8JIS9	reviewed	Cytochrome P450 81C13	4058	Catharanthus roseus	507	PF00067	31..478
W8JIT4	reviewed	Cytochrome P450 71D2	4058	Catharanthus roseus	507	PF00067	39..495
W8JMU7	reviewed	Cytochrome P450 81Q32	4058	Catharanthus roseus	499	PF00067	34..477
W8JMV1	reviewed	Cytochrome P450 76T24	4058	Catharanthus roseus	499	PF00067	35..484
W8JWW3	reviewed	Cytochrome P450 72A225	4058	Catharanthus roseus	538	PF00067	100..514
X2ESR4	reviewed	Cytochrome P450 Tp4149	127999	Tanacetum parthenium	495	PF00067	39..485
X2EVQ5	reviewed	Cytochrome P450 Tp9025	127999	Tanacetum parthenium	493	PF00067	30..474
X2EVV9	reviewed	Parthenolide synthase	127999	Tanacetum parthenium	506	PF00067	42..495
X2EW55	reviewed	3-beta-hydroxylase	127999	Tanacetum parthenium	499	PF00067	38..479
X2JE85	reviewed	Costunolide synthase	127999	Tanacetum parthenium	496	PF00067	32..475
X2JI34	reviewed	Germacrene A hydroxylase	127999	Tanacetum parthenium	488	PF00067	34..474
